t	Ax	Ay	Az	wx	wy	wz	ax	ay	az	R11	R12	R13	R21	R22	R23	R31	R32	R33
0.0158	5.881	5.396	-16.551	0.2875	0.2407	-0.0668	0.3019	0.3187	-0.5539	1.000	0.000	0.008	0.000	1.000	-0.002	-0.008	0.002	1.000
0.0159	5.494	4.218	-13.432	0.3175	0.2923	-0.1257	0.3005	0.5161	-0.5885	1.000	0.000	0.008	0.000	1.000	-0.002	-0.008	0.002	1.000
0.0160	6.882	4.065	-12.675	0.3341	0.3168	-0.1309	0.1659	0.2449	-0.0524	1.000	0.000	0.008	0.000	1.000	-0.002	-0.008	0.002	1.000
0.0161	8.111	5.587	-16.750	0.3188	0.2997	-0.0729	-0.1537	-0.1710	0.5802	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0162	8.846	8.033	-20.389	0.2926	0.2740	-0.0285	-0.2616	-0.2570	0.4440	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0163	10.957	11.166	-21.463	0.2996	0.2732	-0.0712	0.0704	-0.0080	-0.4276	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0164	14.884	14.316	-22.576	0.3534	0.3041	-0.1778	0.5371	0.3097	-1.0658	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0165	19.127	15.972	-22.202	0.4164	0.3447	-0.2559	0.6309	0.4055	-0.7809	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0166	21.009	15.926	-18.921	0.4453	0.3588	-0.2451	0.2889	0.1414	0.1080	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0167	17.940	14.562	-16.823	0.4385	0.3315	-0.1771	-0.0687	-0.2733	0.6801	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0168	11.993	11.654	-16.937	0.4168	0.2821	-0.1260	-0.2163	-0.4935	0.5115	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0169	8.529	7.590	-14.582	0.3930	0.2397	-0.1130	-0.2388	-0.4239	0.1295	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0170	8.135	4.408	-10.909	0.3629	0.2116	-0.0925	-0.3003	-0.2817	0.2049	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0171	7.151	3.863	-11.546	0.3196	0.1877	-0.0396	-0.4334	-0.2388	0.5289	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0172	5.428	5.455	-13.698	0.2806	0.1629	0.0015	-0.3897	-0.2483	0.4113	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0173	5.152	7.662	-13.224	0.2660	0.1363	-0.0011	-0.1459	-0.2662	-0.0265	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0174	4.906	8.660	-16.042	0.2593	0.1126	-0.0059	-0.0668	-0.2364	-0.0479	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0175	3.223	6.599	-25.293	0.2414	0.1125	0.0284	-0.1794	-0.0013	0.3433	1.000	0.001	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0176	2.341	1.808	-33.521	0.2274	0.1512	0.0692	-0.1399	0.3872	0.4083	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0177	2.293	-3.169	-37.358	0.2369	0.2099	0.0614	0.0951	0.5867	-0.0784	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0178	0.176	-6.155	-40.845	0.2594	0.2527	0.0160	0.2246	0.4278	-0.4537	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0179	-2.583	-6.515	-44.327	0.2621	0.2624	-0.0002	0.0274	0.0979	-0.1624	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0180	-2.546	-5.735	-45.080	0.2324	0.2550	0.0274	-0.2978	-0.0740	0.2761	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0181	-0.809	-6.446	-43.278	0.2010	0.2629	0.0265	-0.3131	0.0787	-0.0090	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0182	0.660	-8.299	-40.172	0.2087	0.2965	-0.0556	0.0763	0.3354	-0.8206	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0183	2.472	-7.496	-37.481	0.2680	0.3386	-0.1801	0.5930	0.4213	-1.2450	1.000	0.000	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0184	4.411	-2.444	-38.708	0.3537	0.3722	-0.2718	0.8577	0.3365	-0.9171	1.000	0.001	0.008	0.000	1.000	-0.003	-0.008	0.003	1.000
0.0185	4.706	3.280	-43.237	0.4143	0.3915	-0.2980	0.6056	0.1930	-0.2621	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0186	3.014	5.730	-44.776	0.4190	0.4003	-0.2798	0.0467	0.0878	0.1819	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0187	1.081	4.722	-40.079	0.3922	0.4009	-0.2504	-0.2676	0.0062	0.2937	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0188	0.424	1.829	-32.229	0.3718	0.3856	-0.2218	-0.2046	-0.1529	0.2865	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0189	1.045	-0.856	-27.677	0.3504	0.3515	-0.1744	-0.2130	-0.3417	0.4736	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0190	2.122	-1.536	-30.247	0.3094	0.3168	-0.1003	-0.4110	-0.3468	0.7414	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0191	2.305	-1.015	-35.708	0.2693	0.3106	-0.0432	-0.4003	-0.0622	0.5705	1.000	0.001	0.008	-0.001	1.000	-0.003	-0.008	0.003	1.000
0.0192	0.017	-1.353	-38.855	0.2555	0.3399	-0.0383	-0.1382	0.2934	0.0487	1.000	0.001	0.008	-0.001	1.000	-0.004	-0.008	0.003	1.000
0.0193	-5.058	-3.373	-40.070	0.2669	0.3809	-0.0622	0.1142	0.4098	-0.2388	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0194	-10.562	-6.067	-39.696	0.2900	0.4103	-0.0795	0.2312	0.2935	-0.1728	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0195	-13.267	-7.612	-37.723	0.3032	0.4264	-0.0863	0.1313	0.1613	-0.0676	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0196	-12.882	-8.419	-37.587	0.2985	0.4349	-0.0943	-0.0468	0.0849	-0.0808	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0197	-12.148	-10.762	-39.183	0.2962	0.4392	-0.1005	-0.0227	0.0434	-0.0620	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0198	-13.194	-13.450	-38.258	0.3046	0.4408	-0.0895	0.0838	0.0159	0.1104	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0199	-14.968	-11.930	-38.455	0.2999	0.4327	-0.0620	-0.0473	-0.0817	0.2753	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0200	-15.110	-6.530	-45.380	0.2705	0.4176	-0.0457	-0.2936	-0.1506	0.1624	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0201	-13.251	-3.348	-51.745	0.2464	0.4179	-0.0657	-0.2409	0.0035	-0.2000	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0202	-10.714	-4.223	-50.186	0.2659	0.4395	-0.1175	0.1949	0.2160	-0.5182	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0203	-8.880	-4.736	-48.500	0.3326	0.4761	-0.1829	0.6667	0.3653	-0.6534	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0204	-8.341	-3.060	-53.244	0.4175	0.5435	-0.2472	0.8488	0.6741	-0.6429	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0205	-8.874	-2.028	-57.228	0.4860	0.6349	-0.2998	0.6856	0.9142	-0.5260	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0206	-10.410	-2.945	-55.697	0.5097	0.6881	-0.3300	0.2365	0.5320	-0.3021	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0207	-12.131	-4.364	-53.641	0.4792	0.6666	-0.3247	-0.3046	-0.2146	0.0532	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0208	-12.012	-5.122	-53.252	0.4170	0.6065	-0.2769	-0.6225	-0.6013	0.4779	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0209	-10.149	-4.368	-51.838	0.3593	0.5593	-0.2091	-0.5771	-0.4718	0.6775	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0210	-8.836	-2.001	-49.417	0.3293	0.5479	-0.1682	-0.3000	-0.1148	0.4092	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0211	-8.530	0.024	-47.811	0.3250	0.5663	-0.1723	-0.0425	0.1845	-0.0411	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0212	-8.371	0.003	-47.880	0.3284	0.5926	-0.1904	0.0338	0.2626	-0.1809	1.000	0.001	0.009	-0.001	1.000	-0.004	-0.009	0.004	1.000
0.0213	-8.104	-0.916	-51.076	0.3266	0.6059	-0.1800	-0.0183	0.1334	0.1036	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0214	-7.285	-0.382	-57.049	0.3159	0.6058	-0.1340	-0.1064	-0.0006	0.4606	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0215	-6.332	1.292	-61.891	0.2927	0.6118	-0.0910	-0.2326	0.0598	0.4302	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0216	-6.491	0.614	-61.706	0.2749	0.6379	-0.0877	-0.1776	0.2607	0.0331	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0217	-7.151	-3.594	-56.451	0.2996	0.6699	-0.1091	0.2469	0.3203	-0.2144	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0218	-7.319	-6.779	-53.009	0.3524	0.6733	-0.1102	0.5278	0.0339	-0.0106	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0219	-8.500	-5.633	-57.080	0.3812	0.6397	-0.0828	0.2879	-0.3357	0.2740	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0220	-12.044	-3.754	-62.937	0.3865	0.6070	-0.0606	0.0528	-0.3271	0.2216	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0221	-16.273	-5.164	-64.904	0.4046	0.6117	-0.0643	0.1819	0.0462	-0.0374	1.000	0.001	0.010	-0.001	1.000	-0.004	-0.010	0.004	1.000
0.0222	-18.274	-7.756	-66.879	0.4433	0.6592	-0.0987	0.3861	0.4754	-0.3431	1.000	0.001	0.010	-0.001	1.000	-0.005	-0.010	0.005	1.000
0.0223	-16.386	-7.155	-70.816	0.4920	0.7395	-0.1722	0.4870	0.8034	-0.7357	1.000	0.001	0.010	-0.001	1.000	-0.005	-0.010	0.005	1.000
0.0224	-11.904	-3.727	-72.676	0.5494	0.8295	-0.2744	0.5748	0.9000	-1.0213	1.000	0.001	0.010	-0.001	1.000	-0.005	-0.010	0.005	1.000
0.0225	-8.845	-1.377	-71.261	0.6070	0.8899	-0.3583	0.5761	0.6040	-0.8391	1.000	0.001	0.010	-0.001	1.000	-0.005	-0.010	0.005	1.000
0.0226	-9.686	-1.505	-67.786	0.6381	0.8942	-0.3793	0.3101	0.0425	-0.2099	1.000	0.001	0.010	-0.001	1.000	-0.005	-0.010	0.005	1.000
0.0227	-12.295	-2.850	-62.832	0.6304	0.8638	-0.3407	-0.0771	-0.3036	0.3860	1.000	0.001	0.010	-0.001	1.000	-0.005	-0.010	0.005	1.000
0.0228	-12.947	-3.779	-60.670	0.6016	0.8465	-0.2797	-0.2879	-0.1733	0.6093	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0229	-10.970	-2.726	-63.634	0.5698	0.8575	-0.2321	-0.3174	0.1105	0.4766	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0230	-8.690	0.098	-64.148	0.5444	0.8762	-0.2165	-0.2546	0.1870	0.1554	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0231	-8.289	2.655	-57.955	0.5371	0.8908	-0.2225	-0.0728	0.1455	-0.0600	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0232	-10.299	4.158	-53.800	0.5491	0.9014	-0.2214	0.1197	0.1056	0.0109	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0233	-13.064	4.944	-56.735	0.5593	0.8973	-0.2043	0.1027	-0.0410	0.1719	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0234	-14.062	3.653	-60.004	0.5506	0.8776	-0.1858	-0.0870	-0.1969	0.1847	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0235	-13.992	-0.368	-61.510	0.5330	0.8697	-0.1712	-0.1762	-0.0786	0.1460	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0236	-15.609	-3.707	-66.271	0.5224	0.8957	-0.1536	-0.1058	0.2601	0.1756	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0237	-17.415	-3.676	-72.401	0.5120	0.9356	-0.1339	-0.1046	0.3986	0.1974	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0238	-15.692	-2.751	-75.040	0.4900	0.9578	-0.1113	-0.2195	0.2221	0.2264	1.000	0.001	0.011	-0.001	1.000	-0.005	-0.011	0.005	1.000
0.0239	-12.263	-3.429	-75.512	0.4622	0.9755	-0.0832	-0.2785	0.1767	0.2801	1.000	0.001	0.012	-0.001	1.000	-0.005	-0.012	0.005	1.000
0.0240	-11.824	-4.196	-74.281	0.4368	1.0206	-0.0720	-0.2537	0.4515	0.1121	1.000	0.001	0.012	-0.001	1.000	-0.006	-0.012	0.005	1.000
0.0241	-13.730	-3.593	-69.948	0.4177	1.0804	-0.1080	-0.1911	0.5984	-0.3593	1.000	0.001	0.012	-0.001	1.000	-0.006	-0.012	0.006	1.000
0.0242	-14.400	-2.257	-67.170	0.4173	1.1172	-0.1778	-0.0044	0.3671	-0.6985	1.000	0.002	0.012	-0.001	1.000	-0.006	-0.012	0.006	1.000
0.0243	-14.448	-0.842	-69.703	0.4616	1.1342	-0.2518	0.4436	0.1709	-0.7404	1.000	0.002	0.012	-0.001	1.000	-0.006	-0.012	0.006	1.000
0.0244	-15.868	0.240	-72.686	0.5551	1.1653	-0.3328	0.9346	0.3109	-0.8099	1.000	0.002	0.012	-0.001	1.000	-0.006	-0.012	0.006	1.000
0.0245	-16.656	0.783	-70.596	0.6489	1.2085	-0.4122	0.9382	0.4314	-0.7940	1.000	0.002	0.012	-0.002	1.000	-0.006	-0.012	0.006	1.000
0.0246	-14.641	1.428	-64.625	0.6910	1.2225	-0.4416	0.4212	0.1400	-0.2936	1.000	0.002	0.012	-0.002	1.000	-0.006	-0.012	0.006	1.000
0.0247	-11.484	2.941	-61.512	0.6730	1.1900	-0.3871	-0.1802	-0.3250	0.5446	1.000	0.002	0.012	-0.002	1.000	-0.006	-0.012	0.006	1.000
0.0248	-9.216	4.294	-64.651	0.6107	1.1543	-0.2864	-0.6225	-0.3571	1.0078	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0249	-7.778	3.119	-68.732	0.5351	1.1614	-0.2168	-0.7560	0.0711	0.6958	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0250	-7.734	-0.612	-69.642	0.4866	1.1932	-0.1964	-0.4852	0.3184	0.2034	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0251	-9.979	-4.732	-69.208	0.4817	1.2119	-0.1770	-0.0493	0.1864	0.1945	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0252	-11.787	-8.448	-67.448	0.5001	1.2229	-0.1371	0.1843	0.1107	0.3987	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0253	-10.421	-11.597	-63.089	0.5090	1.2447	-0.1112	0.0888	0.2173	0.2591	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0254	-8.982	-13.339	-58.796	0.4960	1.2637	-0.1220	-0.1299	0.1908	-0.1082	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0255	-10.540	-14.655	-56.273	0.4814	1.2643	-0.1502	-0.1456	0.0054	-0.2819	1.000	0.002	0.013	-0.002	1.000	-0.006	-0.013	0.006	1.000
0.0256	-11.968	-16.658	-54.030	0.4838	1.2583	-0.1783	0.0235	-0.0594	-0.2813	1.000	0.002	0.014	-0.002	1.000	-0.006	-0.014	0.006	1.000
0.0257	-9.812	-16.605	-54.582	0.4880	1.2596	-0.2059	0.0421	0.0122	-0.2758	1.000	0.002	0.014	-0.002	1.000	-0.006	-0.014	0.006	1.000
0.0258	-5.368	-13.279	-59.749	0.4797	1.2707	-0.2392	-0.0830	0.1115	-0.3330	1.000	0.002	0.014	-0.002	1.000	-0.006	-0.014	0.006	1.000
0.0259	-1.093	-10.947	-61.906	0.4750	1.2970	-0.2840	-0.0467	0.2626	-0.4473	1.000	0.002	0.014	-0.002	1.000	-0.006	-0.014	0.006	1.000
0.0260	1.443	-11.195	-56.637	0.4822	1.3313	-0.3190	0.0714	0.3429	-0.3500	1.000	0.002	0.014	-0.002	1.000	-0.007	-0.014	0.007	1.000
0.0261	0.436	-10.568	-52.012	0.4848	1.3527	-0.3185	0.0265	0.2140	0.0041	1.000	0.002	0.014	-0.002	1.000	-0.007	-0.014	0.007	1.000
0.0262	-3.122	-8.464	-52.681	0.4868	1.3647	-0.3115	0.0199	0.1207	0.0707	1.000	0.002	0.014	-0.002	1.000	-0.007	-0.014	0.007	1.000
0.0263	-5.190	-7.247	-53.243	0.5247	1.3987	-0.3614	0.3789	0.3392	-0.4997	1.000	0.002	0.014	-0.002	1.000	-0.007	-0.014	0.007	1.000
0.0264	-5.719	-6.400	-52.455	0.6160	1.4643	-0.4824	0.9129	0.6559	-1.2099	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0265	-7.539	-3.630	-53.593	0.7101	1.5253	-0.6041	0.9411	0.6107	-1.2167	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0266	-8.252	1.102	-53.089	0.7261	1.5372	-0.6383	0.1596	0.1192	-0.3417	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0267	-5.141	5.907	-46.575	0.6615	1.5017	-0.5725	-0.6459	-0.3551	0.6580	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0268	-2.459	9.009	-38.776	0.5998	1.4574	-0.4746	-0.6167	-0.4434	0.9787	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0269	-3.578	9.590	-34.884	0.5867	1.4239	-0.4071	-0.1312	-0.3348	0.6750	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0270	-5.662	8.232	-32.691	0.5916	1.4013	-0.3663	0.0492	-0.2265	0.4078	1.000	0.002	0.015	-0.002	1.000	-0.007	-0.015	0.007	1.000
0.0271	-5.931	6.800	-30.504	0.5920	1.3933	-0.3153	0.0038	-0.0799	0.5102	1.000	0.002	0.016	-0.002	1.000	-0.007	-0.016	0.007	1.000
0.0272	-4.834	7.033	-30.710	0.5973	1.3907	-0.2550	0.0527	-0.0257	0.6034	1.000	0.002	0.016	-0.002	1.000	-0.007	-0.016	0.007	1.000
0.0273	-4.076	8.640	-32.777	0.6004	1.3743	-0.2287	0.0309	-0.1641	0.2624	1.000	0.002	0.016	-0.002	1.000	-0.007	-0.016	0.007	1.000
0.0274	-4.705	8.508	-32.171	0.5864	1.3514	-0.2577	-0.1394	-0.2285	-0.2901	1.000	0.003	0.016	-0.002	1.000	-0.007	-0.016	0.007	1.000
0.0275	-5.599	4.170	-28.605	0.5681	1.3439	-0.3069	-0.1833	-0.0755	-0.4920	1.000	0.003	0.016	-0.002	1.000	-0.007	-0.016	0.007	1.000
0.0276	-4.861	-0.884	-29.719	0.5559	1.3453	-0.3220	-0.1218	0.0139	-0.1511	1.000	0.003	0.016	-0.002	1.000	-0.007	-0.016	0.007	1.000
0.0277	-3.109	-0.843	-38.718	0.5386	1.3372	-0.2915	-0.1731	-0.0808	0.3050	1.000	0.003	0.016	-0.002	1.000	-0.008	-0.016	0.008	1.000
0.0278	-2.364	3.085	-47.429	0.5156	1.3252	-0.2460	-0.2297	-0.1198	0.4559	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0279	-3.228	4.265	-50.318	0.5009	1.3286	-0.2068	-0.1472	0.0337	0.3912	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0280	-6.173	1.204	-50.087	0.4969	1.3531	-0.1788	-0.0405	0.2454	0.2804	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0281	-11.030	-0.829	-48.499	0.4919	1.3828	-0.1643	-0.0501	0.2966	0.1451	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0282	-14.501	0.832	-45.928	0.4937	1.4053	-0.1784	0.0183	0.2250	-0.1409	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0283	-13.465	3.189	-45.010	0.5374	1.4410	-0.2455	0.4375	0.3575	-0.6715	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0284	-9.530	4.006	-45.504	0.6249	1.5138	-0.3548	0.8745	0.7276	-1.0926	1.000	0.003	0.017	-0.003	1.000	-0.008	-0.017	0.008	1.000
0.0285	-7.254	3.573	-43.194	0.6958	1.5979	-0.4474	0.7091	0.8409	-0.9259	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.018	0.008	1.000
0.0286	-8.266	2.739	-39.442	0.6918	1.6382	-0.4634	-0.0398	0.4034	-0.1606	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.018	0.008	1.000
0.0287	-9.742	3.113	-38.711	0.6257	1.6220	-0.4054	-0.6608	-0.1626	0.5801	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.018	0.008	1.000
0.0288	-9.291	4.945	-37.019	0.5619	1.5803	-0.3417	-0.6383	-0.4164	0.6372	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.018	0.008	1.000
0.0289	-7.654	6.325	-30.745	0.5314	1.5338	-0.3130	-0.3052	-0.4658	0.2870	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.018	0.008	1.000
0.0290	-6.170	6.927	-27.589	0.5093	1.4883	-0.2829	-0.2209	-0.4549	0.3010	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.018	0.008	1.000
0.0291	-5.397	7.940	-31.091	0.4811	1.4593	-0.2227	-0.2816	-0.2897	0.6017	1.000	0.003	0.018	-0.003	1.000	-0.008	-0.019	0.008	1.000
0.0292	-6.522	8.279	-32.382	0.4740	1.4614	-0.1791	-0.0712	0.0204	0.4362	1.000	0.003	0.019	-0.003	1.000	-0.008	-0.019	0.008	1.000
0.0293	-10.629	6.034	-29.863	0.4995	1.4850	-0.1979	0.2549	0.2369	-0.1875	1.000	0.003	0.019	-0.003	1.000	-0.008	-0.019	0.008	1.000
0.0294	-15.961	2.491	-32.368	0.5135	1.4983	-0.2415	0.1403	0.1329	-0.4367	1.000	0.003	0.019	-0.003	1.000	-0.008	-0.019	0.008	1.000
0.0295	-19.054	0.873	-39.855	0.4743	1.4767	-0.2470	-0.3920	-0.2163	-0.0549	1.000	0.003	0.019	-0.003	1.000	-0.009	-0.019	0.008	1.000
0.0296	-19.123	1.556	-44.947	0.4126	1.4300	-0.2178	-0.6171	-0.4673	0.2926	1.000	0.003	0.019	-0.003	1.000	-0.009	-0.019	0.009	1.000
0.0297	-18.148	1.236	-45.764	0.3971	1.3889	-0.2053	-0.1551	-0.4109	0.1249	1.000	0.003	0.019	-0.003	1.000	-0.009	-0.019	0.009	1.000
0.0298	-17.854	-1.922	-42.571	0.4427	1.3724	-0.2287	0.4558	-0.1651	-0.2336	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0299	-18.908	-5.338	-35.920	0.4900	1.3778	-0.2553	0.4727	0.0540	-0.2669	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0300	-19.904	-6.320	-31.329	0.4788	1.3914	-0.2501	-0.1119	0.1364	0.0522	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0301	-18.900	-6.120	-32.399	0.4254	1.4082	-0.2255	-0.5342	0.1676	0.2460	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0302	-17.103	-6.370	-35.114	0.4034	1.4373	-0.2369	-0.2201	0.2912	-0.1143	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0303	-15.798	-5.119	-35.606	0.4571	1.4896	-0.3169	0.5370	0.5226	-0.7995	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0304	-13.388	-1.051	-34.813	0.5538	1.5625	-0.4228	0.9679	0.7295	-1.0595	1.000	0.003	0.020	-0.003	1.000	-0.009	-0.020	0.009	1.000
0.0305	-9.572	3.296	-35.475	0.6136	1.6188	-0.4721	0.5975	0.5632	-0.4926	1.000	0.003	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
0.0306	-7.280	5.200	-37.969	0.5911	1.6121	-0.4429	-0.2251	-0.0669	0.2915	1.000	0.003	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
0.0307	-8.048	4.434	-39.584	0.5175	1.5578	-0.3890	-0.7357	-0.5436	0.5397	1.000	0.003	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
0.0308	-9.150	2.786	-39.245	0.4540	1.5145	-0.3381	-0.6348	-0.4324	0.5089	1.000	0.004	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
0.0309	-8.187	2.293	-37.518	0.4386	1.4978	-0.2785	-0.1543	-0.1671	0.5961	1.000	0.004	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
0.0310	-7.044	2.578	-33.269	0.4606	1.4798	-0.2332	0.2200	-0.1801	0.4528	1.000	0.004	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
0.0311	-8.482	1.320	-26.970	0.4764	1.4582	-0.2426	0.1575	-0.2160	-0.0943	1.000	0.004	0.021	-0.003	1.000	-0.009	-0.021	0.009	1.000
