velocidad:	9,732m/s
impactor:	3,5kg
ángulo:	50º
HIC:	472.3
Impacto en medio del capó	
tiempo	X	Y	Z
000000000000TI00	D0HEAD0000PCACXP	D0HEAD0000PCACYP	D0HEAD0000PCACZP
0.0227	-1.259474583	1.158143551	11.1622869
0.02275	-1.13071043	1.174357207	11.00026335
0.0228	-1.050232835	1.287853034	10.96785845
0.02285	-0.969755239	1.336494119	10.87064471
0.0229	-0.969755239	1.482417257	10.78963293
0.02295	-1.050232835	1.514844568	10.77343096
0.023	-1.082423873	1.595913084	10.77343096
0.02305	-1.162901468	1.64455405	10.77343096
0.0231	-1.259474583	1.741836221	10.66001429
0.02315	-1.291665621	1.903973014	10.64381136
0.0232	-1.372143335	2.049896152	10.85444273
0.02325	-1.484811969	2.228246839	11.09747805
0.0233	-1.677958198	2.374169977	11.42152514
0.02335	-1.774531312	2.455238254	11.71316733
0.0234	-1.758435793	2.406597288	11.74557127
0.02345	-1.80672235	2.325528772	11.97240462
0.0235	-1.790626831	2.374169977	12.16683306
0.02355	-1.790626831	2.406597288	12.32885661
0.0236	-1.80672235	2.439024599	12.45847525
0.02365	-1.887199945	2.390383632	12.49088015
0.0237	-1.999868698	2.390383632	12.44227328
0.02375	-2.015964098	2.325528772	12.31265368
0.0238	-1.999868698	2.374169977	12.16683306
0.02385	-1.98377306	2.26067415	11.92379775
0.0239	-1.903295584	2.276887805	11.63215556
0.02395	-1.838913507	2.455238254	11.42152514
0.024	-1.710149236	2.584947736	11.21089377
0.02405	-1.645767159	2.666016252	10.87064471
0.0241	-1.436525412	2.747084768	10.54659762
0.02415	-1.275570102	2.714657218	10.25495543
0.0242	-1.13071043	2.730871112	9.817491669
0.02425	-0.969755239	2.763298423	9.590658326
0.0243	-0.921468682	2.925435216	9.55825438
0.02435	-0.985850759	3.038931043	9.623063225
0.0244	-1.114614911	3.217281492	9.849896569
0.02445	-1.323856659	3.330777318	10.04432501
0.0245	-1.436525412	3.476700695	10.3359672
0.02455	-1.565289564	3.703692348	10.66001429
0.0246	-1.645767159	3.849615486	10.78963293
0.02465	-1.613576121	3.898256214	10.80583491
0.0247	-1.645767159	3.979324729	10.82203783
0.02475	-1.710149236	3.800974281	10.88684668
0.0248	-1.661862679	3.800974281	10.91925158
0.02485	-1.613576121	3.719905765	10.90304961
0.0249	-1.484811969	3.719905765	10.85444273
0.02495	-1.388238854	3.719905765	10.67621626
0.025	-1.275570102	3.752333076	10.53039565
0.02505	-1.275570102	3.76854697	10.38457407
0.0251	-1.339952178	3.76854697	10.2387525
0.02515	-1.291665621	3.914470108	10.3683721
0.0252	-1.46871645	4.222530277	10.48178782
0.02525	-1.774531312	4.481949241	10.82203783
0.0253	-2.080346174	4.790008934	11.00026335
0.02535	-2.257397003	4.968359382	11.24329867
0.0254	-2.30568368	5.179137619	11.38912024
0.02545	-2.353970118	5.211564929	11.38912024
0.0255	-2.434447832	5.130496414	11.29190554
0.02555	-2.337874718	4.968359382	11.03266825
0.0256	-2.080346174	4.952145965	10.70862116
0.02565	-1.887199945	4.838650138	10.49799075
0.0257	-1.645767159	4.806222827	10.38457407
0.02575	-1.500907488	4.90350476	10.41697897
0.0258	-1.517003007	4.952145965	10.56279959
0.02585	-1.613576121	5.292633445	10.82203783
0.0259	-1.758435793	5.616907032	11.1946918
0.02595	-1.96767766	5.908753307	11.48633398
0.026	-2.032059736	6.119531066	11.7617742
0.02605	-2.176919289	6.34652272	11.93999972
0.0261	-2.370065756	6.541087062	12.11822619
0.02615	-2.563211985	6.784292133	12.45847525
0.0262	-2.804644651	6.946429164	12.78252234
0.02625	-3.013886518	7.205848129	13.07416453
0.0263	-3.174841709	7.319343956	13.46302142
0.02635	-3.255319424	7.546335132	13.72225871
0.0264	-3.303605862	7.627404125	13.90048422
0.02645	-3.239223785	7.627404125	13.98149599
0.0265	-3.078268595	7.48148051	13.73846068
0.02655	-2.96560008	7.157206924	13.51162829
0.0266	-2.804644651	7.092352302	13.33340277
0.02665	-2.740262575	7.286916645	13.41441454
0.0267	-2.869026966	7.449053676	13.41441454
0.02675	-3.046077557	7.594976337	13.38200964
0.0268	-3.223128386	7.643617542	13.41441454
0.02685	-3.223128386	7.773326786	13.43061652
0.0269	-3.351892538	7.967891605	13.52783026
0.02695	-3.448465652	8.081387432	13.46302142
0.027	-3.528943367	8.048959644	13.52783026
0.02705	-3.512847729	8.032746227	13.49542632
0.0271	-3.432370014	7.951677234	13.39821162
0.02715	-3.351892538	8.065173061	13.47922339
0.0272	-3.3197015	8.194883258	13.64124693
0.02725	-3.384083576	8.308379085	13.98149599
0.0273	-3.528943367	8.486729534	14.20832934
0.02735	-3.625516481	8.58401099	14.30554308
0.0274	-3.705993958	8.567797573	14.37035288
0.02745	-3.561134405	8.551584156	14.35415091
0.0275	-3.561134405	8.567797573	14.40275778
0.02755	-3.641611881	8.843430431	14.678198
0.0276	-3.786471672	9.26498595	15.09945883
0.02765	-4.027904577	9.475764186	15.37489905
0.0277	-4.172764368	9.459550769	15.58552947
0.02775	-4.285432882	9.329840572	15.69894614
0.0278	-4.398101397	9.248772533	15.71514811
0.02785	-4.510769911	9.394695194	15.94198145
0.0279	-4.623438902	9.718969257	16.24982562
0.02795	-4.703916616	9.978388698	16.50906386
0.028	-4.832680769	10.17295256	16.80070509
0.02805	-4.897062845	10.09188452	16.94652762
0.0281	-4.929253645	10.10809794	16.99513449
0.02815	-4.832680769	10.05945674	16.99513449
0.0282	-4.768298693	10.01081553	16.97893156
0.02825	-4.703916616	10.01081553	16.81690802
0.0283	-4.720011778	9.94596091	16.5738727
0.02835	-4.736107416	9.848678501	16.29843249
0.0284	-4.67172534	9.637901218	16.0716001
0.02845	-4.607343264	9.475764186	15.76375498
0.0285	-4.591247625	9.540618808	15.50451769
0.02855	-4.542961187	9.540618808	15.29388728
0.0286	-4.382005758	9.524405391	15.1480657
0.02865	-4.398101397	9.556832225	15.08325686
0.0287	-4.446387835	9.589260013	15.03464903
0.02875	-4.542961187	9.573046596	15.19667258
0.0288	-4.526865549	9.556832225	15.27768435
0.02885	-4.462483473	9.427122982	15.43970789
0.0289	-4.446387835	9.427122982	15.52071967
0.02895	-4.430292673	9.443336399	15.53692259
0.029	-4.510769911	9.621686847	15.76375498
0.02905	-4.607343264	9.881106288	15.9743854
0.0291	-4.720011778	9.848678501	16.13640894
0.02915	-4.752203054	9.70275584	16.02299323
0.0292	-4.655629702	9.556832225	15.89337363
0.02925	-4.526865549	9.216344745	15.53692259
0.0293	-4.414197035	9.005567462	15.1804706
0.02935	-4.285432882	9.070422084	14.85642352
0.0294	-4.253241606	9.119063289	14.6133882
0.02945	-4.172764368	9.119063289	14.5809833
0.0295	-4.092286654	9.183917911	14.56478133
0.02955	-4.092286654	9.151490123	14.51617445
0.0296	-4.108382292	9.070422084	14.43516268
0.02965	-4.044000216	8.989353092	14.27313914
0.0297	-4.027904577	8.973139675	14.15972247
0.02975	-4.027904577	8.827217014	14.01390089
0.0298	-3.931331224	8.648866565	13.73846068
0.02985	-3.770376034	8.308379085	13.38200964
0.0299	-3.722089596	8.194883258	13.23618807
0.02995	-3.65770752	8.097600849	13.10656943
0.03	-3.609420843	8.032746227	12.97695078
0.03005	-3.689898558	7.951677234	12.84733214
0.0301	-3.641611881	7.903036983	12.62049879
0.03015	-3.512847729	7.708472164	12.34505858
0.0302	-3.3357969	7.594976337	11.95620264
0.03025	-3.126555271	7.416625888	11.61595263
0.0303	-2.997791119	7.286916645	11.29190554
0.03035	-2.949504442	7.157206924	11.06507315
0.0304	-2.997791119	7.157206924	10.95165648
0.03045	-2.98169548	7.043711097	10.78963293
0.0305	-2.997791119	6.865360649	10.66001429
0.03055	-2.804644651	6.6870102	10.43318095
0.0306	-2.724167175	6.541087062	10.2711574
0.03065	-2.675880499	6.524873168	10.20634856
0.0307	-2.611498423	6.638368995	10.14153876
0.03075	-2.804644651	6.638368995	9.947110314
0.0308	-2.675880499	6.378950031	9.655468125
0.03085	-2.450543232	6.103317649	9.363825936
0.0309	-2.225205965	5.924967201	9.185600418
0.03095	-2.176919289	5.779044063	8.991171975
0.031	-2.128632851	5.665548236	8.699529786
0.03105	-2.112537212	5.438556583	8.37548222
0.0311	-2.080346174	5.276419551	8.116244454
0.03115	-1.98377306	5.179137619	7.857007164
0.0312	-1.855008907	5.130496414	7.727388043
0.03125	-1.80672235	4.952145965	7.516757626
0.0313	-1.758435793	4.725154312	7.192710537
0.03135	-1.710149236	4.530589969	6.884865898
0.0314	-1.694053717	4.336025627	6.641830582
0.03145	-1.742340274	4.10903445	6.463604588
0.0315	-1.694053717	4.01175204	6.317783493
0.03155	-1.597480602	3.817187698	6.139557499
0.0316	-1.452620931	3.655051143	5.84791531
0.03165	-1.243379064	3.444273384	5.685891766
0.0317	-1.195092506	3.346990974	5.540070671
0.03175	-1.195092506	3.314563663	5.41045155
0.0318	-1.211188025	3.201067836	5.361844677
0.03185	-1.146805949	3.055144699	5.264630455
0.0319	-1.034137316	2.909221561	5.054000039
0.03195	-0.937564201	2.763298423	4.875774044
0.032	-0.937564201	2.714657218	4.7461554
0.03205	-0.95365972	2.617375286	4.616536517
0.0321	-0.95365972	2.568734081	4.665143389
0.03215	-0.921468682	2.60116163	4.72995295
0.0322	-0.95365972	2.633588941	4.843369145
0.03225	-1.098519392	2.763298423	4.989190716
0.0323	-1.227283545	2.795725734	4.940583367
0.03235	-1.259474583	2.649802597	4.891976494
0.0324	-1.162901468	2.487665803	4.681345839
0.03245	-1.066328354	2.309315116	4.551726956
0.0325	-1.001946278	2.19581929	4.438310522
0.03255	-0.889277644	2.114751012	4.3735012
0.0326	-0.873182125	2.098537357	4.438310522
0.03265	-0.840991087	2.163391979	4.454512972
0.0327	-0.969755239	2.244460495	4.503119845
0.03275	-1.018041797	2.293101461	4.470715184
0.0328	-0.937564201	2.212033184	4.35729875
0.03285	-0.921468682	2.082323701	4.179072995
0.0329	-0.873182125	2.001255186	4.033251662
0.03295	-0.873182125	1.839118392	3.919835228
0.033	-0.824895568	1.790477188	3.822621245
0.03305	-0.873182125	1.758049877	3.806418795
0.0331	-0.905373163	1.774263532	3.871228117
0.03315	-0.873182125	1.64455405	3.855025906
0.0332	-0.760513432	1.579699428	3.774014134
0.03325	-0.680035837	1.466203601	3.6605977
0.0333	-0.744417913	1.43377629	3.644395251
0.03335	-0.680035837	1.531058223	3.644395251
0.0334	-0.696131356	1.70940891	3.725407023
0.03345	-0.728322394	1.936400325	3.936037678
0.0335	-0.857086606	2.179605634	4.227679867
0.03355	-1.098519392	2.439024599	4.584131617
0.0336	-1.178996987	2.552520425	4.794762272
0.03365	-1.227283545	2.552520425	4.940583367
0.0337	-1.243379064	2.617375286	5.086404461
0.03375	-1.30776114	2.666016252	5.199821133
0.0338	-1.339952178	2.714657218	5.345642228
0.03385	-1.500907488	2.779512079	5.540070671
0.0339	-1.549194045	2.795725734	5.815510411
0.03395	-1.533098526	2.893007905	5.912724633
0.034	-1.581385083	2.925435216	6.090950627
0.03405	-1.694053717	3.103785665	6.252974171
0.0341	-1.790626831	3.233495147	6.447402138
0.03415	-1.790626831	3.330777318	6.690437455
0.0342	-1.80672235	3.42805949	6.949675221
0.03425	-1.838913507	3.557768734	7.111698765
0.0343	-1.838913507	3.573982627	7.208912987
0.03435	-1.903295584	3.703692348	7.306127209
0.0344	-1.919390984	3.752333076	7.403340954
0.03445	-1.96767766	3.736119659	7.419543404
0.0345	-2.064250774	3.67126456	7.484352726
0.03455	-2.064250774	3.655051143	7.613971848
0.0346	-2.096441813	3.752333076	7.67878117
0.03465	-2.176919289	3.898256214	7.889411587
0.0347	-2.289588041	4.01175204	8.019030709
0.03475	-2.289588041	4.044179351	8.132446904
0.0348	-2.353970118	4.173889072	8.310672898
0.03485	-2.450543232	4.287384899	8.505101342
0.0349	-2.531020947	4.498162658	8.731933731
0.03495	-2.675880499	4.676513107	8.82914843
0.035	-2.772453613	4.790008934	8.86155333
0.03505	-2.788549252	4.822436244	8.958767075
0.0351	-2.724167175	4.838650138	9.023576874
0.03515	-2.804644651	4.952145965	9.08838572
0.0352	-2.788549252	5.130496414	9.153195519
0.03525	-2.885122366	5.276419551	9.250409264
0.0353	-2.997791119	5.389915378	9.315219063
0.03535	-3.078268595	5.373701484	9.347623963
0.0354	-3.078268595	5.406129272	9.299016137
0.03545	-2.96560008	5.260206134	9.120790619
0.0355	-2.804644651	5.049427898	9.072183747
0.03555	-2.740262575	4.984573276	9.039778847
0.0356	-2.756358213	5.11428252	9.05598082
0.03565	-2.83683569	5.162923725	9.08838572
0.0357	-2.772453613	5.065641792	8.926362175
0.03575	-2.675880499	4.919718654	8.877755303
0.0358	-2.595403023	4.854863555	8.731933731
0.03585	-2.514925308	4.757581623	8.683326859
0.0359	-2.595403023	4.725154312	8.602315087
0.03595	-2.595403023	4.66029969	8.537505764
0.036	-2.531020947	4.579231174	8.40788712
0.03605	-2.450543232	4.498162658	8.278267998
0.0361	-2.321779079	4.384666831	8.116244454
0.03615	-2.241301365	4.417094142	7.986625809
0.0362	-2.257397003	4.368453414	7.921816487
0.03625	-2.176919289	4.287384899	7.857007164
0.0363	-2.209110327	4.222530277	7.67878117
0.03635	-2.160823889	4.060393245	7.581566948
0.0364	-1.96767766	3.995538623	7.419543404
0.03645	-1.951582022	4.044179351	7.25751986
0.0365	-1.96767766	3.995538623	7.176508088
0.03655	-1.96767766	3.930683525	7.144103665
0.0366	-1.999868698	3.849615486	7.127901215
0.03665	-1.951582022	3.655051143	7.095496315
0.0367	-1.838913507	3.541555316	6.933472771
0.03675	-1.871104546	3.573982627	6.868663449
0.0368	-1.951582022	3.752333076	6.917270321
0.03685	-1.98377306	3.849615486	6.917270321
0.0369	-1.999868698	3.898256214	6.884865898
0.03695	-1.96767766	3.849615486	6.722842354
0.037	-1.790626831	3.719905765	6.609425682
0.03705	-1.726244755	3.622623832	6.496009488
0.0371	-1.597480602	3.476700695	6.366390366
0.03715	-1.613576121	3.492914112	6.236771721
0.0372	-1.645767159	3.460486801	6.123355049
0.03725	-1.613576121	3.444273384	5.961331505
0.0373	-1.533098526	3.249709041	5.766903538
0.03735	-1.420429893	3.055144699	5.507665772
0.0374	-1.259474583	2.795725734	5.313237805
0.03745	-1.195092506	2.763298423	5.135011811
0.0375	-1.227283545	2.60116163	4.956785817
0.03755	-1.195092506	2.633588941	4.891976494
0.0376	-1.162901468	2.617375286	4.875774044
0.03765	-1.13071043	2.633588941	4.908178944
0.0377	-1.098519392	2.633588941	4.924380917
0.03775	-1.13071043	2.633588941	4.908178944
0.0378	-1.098519392	2.53630677	4.778559822
0.03785	-1.114614911	2.471452148	4.7461554
0.0379	-1.146805949	2.374169977	4.681345839
0.03795	-1.211188025	2.357956321	4.551726956
0.038	-1.162901468	2.293101461	4.519322295
0.03805	-1.050232835	2.19581929	4.519322295
0.0381	-1.018041797	2.228246839	4.551726956
0.03815	-0.937564201	2.374169977	4.551726956
0.0382	-0.937564201	2.503879459	4.648941178
0.03825	-0.95365972	2.714657218	4.762357373
0.0383	-1.034137316	2.941648872	4.875774044
0.03835	-1.162901468	3.103785665	4.956785817
0.0384	-1.227283545	3.282136352	4.940583367
0.03845	-1.291665621	3.298350008	4.956785817
0.0385	-1.291665621	3.265922697	4.972988266
0.03855	-1.388238854	3.282136352	4.972988266
0.0386	-1.388238854	3.314563663	5.005392689
0.03865	-1.517003007	3.314563663	5.005392689
0.0387	-1.452620931	3.411845596	5.021595139
0.03875	-1.46871645	3.444273384	5.005392689
0.0388	-1.484811969	3.573982627	5.021595139
0.03885	-1.436525412	3.590196521	5.037797589
0.0389	-1.46871645	3.460486801	4.940583367
0.03895	-1.388238854	3.265922697	4.875774044
0.039	-1.30776114	3.103785665	4.794762272
0.03905	-1.259474583	3.038931043	4.7137505
0.0391	-1.195092506	2.957862527	4.648941178
0.03915	-1.243379064	3.006503732	4.648941178
0.0392	-1.275570102	2.990290077	4.648941178
0.03925	-1.323856659	3.038931043	4.72995295
0.0393	-1.339952178	3.136213214	4.778559822
0.03935	-1.452620931	3.201067836	4.859571595
0.0394	-1.500907488	3.282136352	4.891976494
0.03945	-1.533098526	3.395632179	4.940583367
0.0395	-1.565289564	3.411845596	4.940583367
0.03955	-1.517003007	3.282136352	4.891976494
0.0396	-1.420429893	3.282136352	4.924380917
0.03965	-1.565289564	3.395632179	4.924380917
0.0397	-1.62967164	3.541555316	5.005392689
0.03975	-1.645767159	3.752333076	5.070202488
0.0398	-1.677958198	3.865828903	5.167416233
0.03985	-1.710149236	3.833401592	5.264630455
0.0399	-1.677958198	3.898256214	5.264630455
0.03995	-1.62967164	3.898256214	5.264630455
